Date,ret_1d,ret_5d,vol_5d,vol_10d,mom_10d,mom_20d,drawdown_20d,Risk_Off
2014-03-28,0.008152971731847813,0.030947358696823635,0.005157081521183829,0.00532743180962045,0.029473263429783847,0.0667441990138522,0.0,1
2014-03-31,0.0012395645096252572,0.018333713070555202,0.0032781768831117537,0.005345846083108386,0.028780124757352255,0.07759445145424304,0.0,1
2014-04-01,0.0025133498403986376,0.01992488334155329,0.003021275437725608,0.005314291116165401,0.03019596722894513,0.06718059050961034,0.0,1
2014-04-02,0.004686767692547944,0.022896658284606408,0.002763491372649459,0.004204727410155455,0.04156190711233809,0.06698110971534232,0.0,1
2014-04-03,-0.0024361167262737515,0.014205593405352657,0.003941552470883151,0.004639058614762561,0.037408365674859834,0.05232653507572871,-0.0024361167262737515,1
2014-04-04,-0.006197948367749895,-0.00023148493854441288,0.004305836466845075,0.005532934652476166,0.03070870991085317,0.025694651927099077,-0.00861896616833635,1
2014-04-07,0.0001045657905547337,-0.0013648160854389246,0.00425115955721678,0.004129854885561539,0.016943874838611706,0.024138590385865744,-0.008515301626792815,1
2014-04-09,0.015108176936692086,0.011181288637935882,0.008203671628523975,0.005897019290779347,0.03132895785120837,0.04365853283987775,0.0,1
2014-04-10,2.942820988205419e-05,0.006493843066693206,0.008122263023337059,0.005966044141015934,0.029539188656951598,0.042888489926191875,0.0,1
2014-04-11,-0.002957448060737944,0.005967844895414132,0.008185659848050333,0.006116240301754318,0.020258215078857278,0.04361553033219878,-0.002957448060737944,1
2014-04-15,-0.006375160485810771,0.005788463405707711,0.008226077362520054,0.0062232549612048025,0.005555638525067685,0.035192644752621405,-0.009313754340533165,1
2014-04-16,-0.008584455896986531,-0.0029499406277772033,0.00935140164457114,0.006849935552651266,-0.004310730586796319,0.02434533080647272,-0.01781825672414805,1
2014-04-17,0.015594804727877332,-0.002471969630087445,0.0095554884563336,0.008516735409867264,0.00868167920191043,0.03913979813152868,-0.0025013242304749994,1
2014-04-21,0.005642092220550454,0.0031266552880937493,0.009948730256329514,0.008569161993830484,0.00964080236355147,0.05160339960821192,0.0,1
2014-04-22,-0.00033735964738568214,0.005762731874326743,0.009777831723107823,0.008501282504626973,0.011764967859740905,0.049613441754450927,-0.00033735964738568214,1
2014-04-23,0.003734217611714774,0.01599560380805265,0.008821369155308765,0.008111863986891283,0.02187665718105558,0.05325717101110117,0.0,1
2014-04-25,-0.008485849608232954,0.01609665483199252,0.008788458429353795,0.008784882027956548,0.013099230028155162,0.030265056580845995,-0.008485849608232954,1
2014-04-28,-0.003169805757251898,-0.0026772280732807463,0.0056253728818704595,0.007392332425580185,-0.005142579676878256,0.02602526651238657,-0.011628756870541435,1
2014-04-29,-0.006803475688667016,-0.015019838214047287,0.0049251490367140886,0.0076501814618836535,-0.011940144782531914,0.0172463416850972,-0.01835311659455041,1
2014-04-30,-0.002807043669260323,-0.017453248916049935,0.0047088895946399475,0.007646433035554238,-0.011791095435562227,0.008228253095946103,-0.021108642264062727,1
2014-05-02,-0.00023893435278643516,-0.021342533037071676,0.0033085961550472424,0.007424335405195237,-0.00568831593174024,-0.00016427963380571953,-0.021342533037071676,1
2014-05-05,0.0006796319531576778,-0.012295897681618762,0.002927462720598587,0.006866845554248718,0.0036028343295433363,-0.0007234271053965236,-0.020677406151327293,1
2014-05-06,0.002380827990775103,-0.006796080606396693,0.003575472677587256,0.004465374177648119,-0.00945511402188981,-0.0008555210867349228,-0.01834580750789383,1
2014-05-07,-0.009344333090107626,-0.009336956926398798,0.004581870841537716,0.004525097910275811,-0.024216555558000064,-0.014809220220509234,-0.02751871126184069,1
2014-05-08,0.001097323582686327,-0.005458156621468091,0.004712240336007938,0.004620871371870879,-0.022816142971380793,-0.011319606300381535,-0.02645158460998709,1
2014-05-09,0.029873045188705483,0.02449662424568322,0.014706844809926768,0.011167008977892759,0.0026312711963512037,0.02456549179531997,0.0,1
2014-05-12,0.02266431445733952,0.047004560143894425,0.0163142516449273,0.012680373711351754,0.03413069920017686,0.0476770151081769,0.0,1
2014-05-13,0.013472573689275347,0.058590085327535624,0.01588072594841802,0.012808941549570225,0.051395821778517314,0.04598893499308443,0.0,1
2014-05-14,0.0,0.06857520800294625,0.013115902116455923,0.012276195864836779,0.0585979673132051,0.04595815431699135,0.0,1
2014-05-15,0.002025672586601024,0.06956613136932499,0.012902662857682457,0.011992538621228108,0.06372827190729358,0.05118575033572892,0.0,1
2014-05-16,0.01120992819188138,0.050183705604478934,0.009184480096848118,0.011848692671302744,0.07590966122961107,0.06978954716252539,0.0,1
2014-05-19,0.008406219630709533,0.03554193249456472,0.005816710307541321,0.011610874346716921,0.08421712554203009,0.08812338022261179,0.0,1
2014-05-20,0.0016452010380598736,0.023457007209424896,0.004865181930145326,0.011653938733057267,0.08342144059088952,0.0731775673363424,0.0,1
2014-05-21,-0.0031063157171329348,0.02027782662212063,0.005730053992153566,0.010747877046006897,0.0902435908035264,0.06384164631507927,-0.0031063157171329348,1
2014-05-22,0.003240083277034067,0.02151435811403668,0.005648691013175652,0.010599157209777131,0.0925771601462495,0.06764876345308735,0.0,1
2014-05-23,0.01246495519762525,0.022782174094127416,0.006047475931006945,0.007853625730534074,0.07410917361637614,0.0769354461466496,0.0,1
2014-05-26,-0.0010926959047657947,0.01314784093177579,0.0060173116265508095,0.006040664965584833,0.049157073101187,0.08496553757694159,-0.0010926959047657947,1
2014-05-27,-0.005578165659969714,0.005841522919386888,0.007085274410027917,0.006014967250204019,0.029435554774046135,0.08234424107968197,-0.006664766325962801,1
2014-05-28,0.001591965017764263,0.010581974106908865,0.006673352574897961,0.005949767337309562,0.031074380165289295,0.09149324299169792,-0.0050834113830409144,1
2014-05-29,-0.012824623276691205,-0.005600296850090669,0.009337755917747053,0.007806053397616877,0.015793574471968164,0.08052834358759942,-0.01784284182378426,1
2014-05-30,-0.000787766130202483,-0.018616551967531425,0.005702257724604723,0.007049524897270834,0.0037414965986395377,0.07993517356754487,-0.018616551967531425,0
2014-06-02,0.018333460120747658,0.0004688105122263586,0.011562326491751113,0.008787606971695134,0.013622815290044166,0.0989872151775919,-0.000624397659866216,0
2014-06-03,0.007246179966044153,0.013371139655643738,0.011396033392313825,0.00898212124992022,0.01929077039378746,0.1043214748410346,0.0,0
2014-06-04,-0.0018339098013040456,0.00990497499880627,0.011581674398065792,0.008911288415975166,0.020591763294682153,0.11269362875889688,-0.0018339098013040456,0
2014-06-05,0.009706508156303917,0.032954883113472944,0.008267850915504535,0.009233924889285702,0.027170029135286766,0.12226251341997196,0.0,0
2014-06-06,0.014623834307809558,0.0488869217629444,0.007710336982005646,0.009508172957802173,0.029360263875880532,0.10564530238525682,0.0,0
2014-06-09,0.00938892844898076,0.03967402376910023,0.006038204528357626,0.009591776951281642,0.0401614338807319,0.09129272552304246,0.0,0
2014-06-10,0.0002351527186266189,0.03243727961056386,0.006951579821974639,0.009111825864333095,0.0462421426619295,0.07703886055917009,0.0,0
2014-06-11,-0.0038595162217228696,0.03034212570502226,0.007583456990948981,0.009465859243878667,0.04054763870034739,0.07288201160541585,-0.0038595162217228696,0
2014-06-12,0.0030222175603296098,0.023521226635982773,0.007356664879694514,0.007442183758141766,0.057251249023930084,0.07394902536097092,-0.0008489629590930914,0
2014-06-13,-0.014091687473038794,-0.0054461059682990864,0.008734760889189452,0.009591282238839755,0.043174572438260395,0.047077606552825335,-0.014928687111436134,1
2014-06-16,-0.0011336365203326038,-0.015814020327646117,0.00659249550494621,0.008311524347417679,0.023232597623090046,0.03717190629926148,-0.016045399926858495,1
2014-06-17,0.01302838635171999,-0.0032260592445535474,0.009896817480721744,0.008873628086555934,0.02910657578025444,0.048958834444368104,-0.0032260592445535474,1
2014-06-18,-0.009630881717048623,-0.009001094816339705,0.010676839367893097,0.009645608309556651,0.02106791853828227,0.04209350742461648,-0.012825871166605718,1
2014-06-19,-0.0023153660924558617,-0.014274696401260112,0.010340557315450076,0.009340588736156813,0.008910771865508815,0.036322906931999466,-0.01511154067185616,1
2014-06-20,-0.0038789502300847767,-0.004063854894525432,0.008382949298185496,0.008072370297964824,-0.009487828678429122,0.01959387004384361,-0.01893187398777496,1
2014-06-23,-0.0024096545939864544,-0.005336129713083504,0.008415534529079753,0.007214256298268083,-0.021065764376975937,0.018249638200583007,-0.021295909304633986,1
2014-06-24,0.011590276712017955,-0.0067481688221496805,0.007817799072714574,0.008416672406389634,-0.009952458074290793,0.03582946160153044,-0.009952458074290793,1
2014-06-25,-0.0014445529141711155,0.0014619883040936088,0.006367092297223745,0.008358932864662157,-0.007552266007591624,0.03268914613931084,-0.011382634136147485,1
2014-06-26,-0.010047230571060606,-0.006299149946291438,0.007914500669079942,0.008721562832125473,-0.02048392789448228,0.035594590672572535,-0.021315500757536188,1
2014-06-27,0.002081887578070818,-0.0003527947333736847,0.007866038828200162,0.007673645319018456,-0.004415215921295124,0.03856873145734063,-0.019277989655712813,1
2014-06-30,0.013657308757724307,0.015747295935729655,0.00972185612147238,0.008854556146398242,0.010327136608902832,0.03379966044142613,-0.005883966354944814,1
2014-07-01,0.00306778692347609,0.0071897839107146755,0.008552759799071634,0.007863829035067597,0.000393097212940674,0.02951111470701262,-0.0028342301865106334,1
2014-07-02,0.011847223859483558,0.020596492386960374,0.009442479995169669,0.007853869863301428,0.022088592522029105,0.04362187172819065,0.0,1
2014-07-03,-0.0013397798101006941,0.029573479955159465,0.006529782699845128,0.0077971986428502236,0.023088042224196803,0.0322045463667866,-0.0013397798101006941,1
2014-07-04,0.004770052366879218,0.03233539313871736,0.006245104915439583,0.007508461351920285,0.031971190648942605,0.022180024790990904,0.0,1
2014-07-07,0.00458614995613793,0.02309708527396581,0.004748133426053653,0.007251583351457633,0.03920809784675727,0.01731638491887222,0.0,1
2014-07-08,-0.021053915745811946,-0.0015062805349260744,0.01253915780779072,0.010158494066975589,0.00567267354423362,-0.004336241575675248,-0.021053915745811946,1
2014-07-09,-0.005011018994647842,-0.018142042549335602,0.010592557550155451,0.010300353267379771,0.002080787396373518,-0.005487193271140778,-0.025959433168745938,1
2014-07-10,-0.0022742254449571453,-0.01906076631928244,0.010550656545125346,0.009713000474722785,0.009949020445203738,-0.010738702466698835,-0.02817462101025403,1
2014-07-11,-0.01429090548709977,-0.037669642396408465,0.010116133493402707,0.010832057846638064,-0.006552311953973988,-0.010938598003208622,-0.042062885651361404,0
2014-07-14,-0.0007306021770605575,-0.042762756592591655,0.008693158759637254,0.00961438383323749,-0.02065336635419479,-0.010539519881065385,-0.042762756592591655,0
2014-07-15,0.009726125715205702,-0.012665284919718744,0.008631182730133762,0.010219182391147247,-0.014152487982501016,-0.013764954073142266,-0.03345254682393428,0
2014-07-16,0.012987185534068857,0.005194462755438334,0.010808912289173758,0.010388055004711131,-0.013041817958227342,0.008758699161175887,-0.020899815722054904,0
2014-07-17,0.002105083678715758,0.009606554127713052,0.010644997017249625,0.010442207135098809,-0.009637320474931377,0.013228214887212042,-0.018838727904303854,0
2014-07-18,0.00306919095079472,0.027387527481366192,0.005704148637113355,0.010352721610043027,-0.011313793281387152,0.0202956819255935,-0.015827356606717524,0
2014-07-21,0.0026487819517477806,0.030862003045283526,0.0049405949460245594,0.010252366332784467,-0.013220497871493375,0.025469249401135707,-0.013220497871493375,0
2014-07-22,0.010885973816402661,0.0320461294201273,0.005174667848381772,0.008172731674658647,0.018974971140728325,0.0247552835017546,-0.002478442048759688,0
2014-07-23,0.003591727440668935,0.022473899585541135,0.0036334394215891716,0.007807703057406539,0.027785102175346132,0.029923704462132994,0.0,0
2014-07-24,0.004470384504377423,0.024887277581817857,0.0033964083409422073,0.007612237445028449,0.034732912688711925,0.04502749159237718,0.0,0
2014-07-25,-0.005127321022654785,0.016512480590821887,0.005710637937553699,0.005497645155470743,0.044352244088154746,0.037509322395056444,-0.005127321022654785,0
2014-07-28,-0.005359125596082426,0.008393847114859021,0.006929629322411218,0.006132303614021861,0.03951490109536304,0.01804541901239598,-0.010458968661405277,0
2014-07-30,0.0055106017783628225,0.0030317269257258417,0.005393426894850692,0.005824449246575319,0.03517501145928126,0.020524709549818665,-0.005006002094347872,0
2014-07-31,-0.008997099365967487,-0.00955007536157515,0.006485537495532458,0.005983323260921348,0.012709196789255639,-0.0004983721998924606,-0.013958061962046409,0
2014-08-01,-0.015373058940851947,-0.02911654279365561,0.007589755233876415,0.007946279203528292,-0.004953896694566362,-0.014543474879452511,-0.02911654279365561,0
2014-08-04,0.010660826559334868,-0.013709092542792845,0.010644902896892886,0.008652975480371953,0.002577016923498432,-0.008765932194643833,-0.018766122647051353,0
2014-08-05,0.008186213583388113,-0.0002774658975053246,0.01149252751344087,0.008991186647458325,0.008114052211030565,-0.005213717470448076,-0.010733532551783997,0
2014-08-06,-0.00961718442403392,-0.015318171317093121,0.011668231846716535,0.008782353118435055,-0.012332884903802244,0.006408070101794561,-0.02024749061374609,0
2014-08-07,-0.0029718263045731552,-0.009331330216414413,0.01119936931411492,0.008627908826871453,-0.01879229067119903,0.008470665787738918,-0.02315914489311166,0
2014-08-08,-0.010550053926855596,-0.004478730960460919,0.009869253347739523,0.008710124180449488,-0.03346486859244502,0.00010571173730644645,-0.03346486859244502,0
2014-08-11,0.007584015432282154,-0.007509451888100038,0.009031847275927029,0.00932966170854794,-0.02111559666001317,0.022300123331009614,-0.026134651240007245,0
2014-08-12,0.01325736465620686,-0.002517249614344408,0.01054567165382165,0.010401280457880106,-0.0027940170609263015,0.03661047872661549,-0.013223763185451931,0
2014-08-13,0.0016176936864651381,0.008798169980644088,0.009220258189513917,0.010234016068631686,-0.006654773211489551,0.02828615652381883,-0.011627461497203284,0
2014-08-14,0.006738117849228953,0.018622740791580883,0.008986860710462338,0.010010172308154281,0.009117635631305632,0.0219427102460521,-0.004967690853829865,0
2014-08-18,0.010594607081894969,0.04039082783360093,0.00438356085519511,0.00856873785993833,0.03573119722200291,0.030600291867625584,0.0,0
2014-08-19,0.0029526621583007007,0.03560867826303604,0.004936836311978582,0.00819661479444707,0.027831824718721032,0.03048056472553151,0.0,0
2014-08-20,-0.002811016144349421,0.019185847121475863,0.0050986150923299145,0.008128006473076361,0.016620301940863946,0.02486921214960569,-0.002811016144349421,0
2014-08-21,0.002006272776910123,0.01958124180346399,0.005059495810984443,0.007099006737543855,0.028551690877927083,0.015866681256718307,-0.0008103830326051664,0
2014-08-22,0.0028006234872197666,0.015593516177470956,0.004806673714010178,0.006802242970346652,0.03450665097885408,0.015065901292370842,0.0,0
2014-08-25,-0.000871960774402214,0.004070228910689977,0.002545842699297257,0.00505904423631042,0.04462545665946571,0.009667203024033899,-0.000871960774402214,0
2014-08-26,-0.00019604619101221132,0.0009180120291232274,0.0022581515737057412,0.005110700165985145,0.03655937948714594,0.014671809715741668,-0.0010678360208259408,0
2014-08-27,0.003959644517536942,0.0077139918479296465,0.0020305585558478977,0.0038507925602362545,0.027047838437696203,0.02417824925471379,0.0,0
2014-08-28,0.0023059330523371724,0.008015359075414175,0.0020520801531470393,0.0038358366929739512,0.02775355156307535,0.020914084760120133,0.0,0
2014-09-01,0.009221369439363247,0.014469494010008521,0.004038791576325103,0.004187152081977241,0.03028864047640445,0.039682436895341455,0.0,0
2014-09-02,0.006894876490152857,0.02235558984607211,0.003713683456234151,0.0035572357670275853,0.026516811124869033,0.06319548575487333,0.0,0
2014-09-03,0.003903229597738589,0.026547329137543985,0.0027669245620224724,0.0035795582860952335,0.02748971193415639,0.056086625496996945,0.0,0
2014-09-04,-0.00229832647327044,0.020148562572060325,0.004421283912091503,0.0034941695598086735,0.028017980267418308,0.045103949500099993,-0.00229832647327044,0
2014-09-05,-0.0011240187995231743,0.016657552156995825,0.004981489580111947,0.003704340635284434,0.024806427494265648,0.05406638382179474,-0.0034197619106302035,0
2014-09-08,0.010764389100824001,0.01821194115375513,0.005463041983777384,0.0045461998873938285,0.03294495273719855,0.06858842370167006,0.0,0
2014-09-09,-0.0025630360048446432,0.008647725796574246,0.005682118906743523,0.004743958020274297,0.031196640653655905,0.07721426164853229,-0.0025630360048446432,0
2014-09-10,-0.0072182461562991795,-0.002526310600645787,0.00670634121483667,0.005706059429373794,0.023953951737879065,0.06138907283682693,-0.00976278153635346,0
2014-09-11,-0.0010377929603044844,-0.0012660651313310956,0.006644675825962618,0.005771254561963735,0.018856988048210344,0.046414867252056125,-0.010790442750706508,0
2014-09-12,0.002448767577327926,0.002306213173238092,0.006716983240733839,0.005772589139904978,0.01900218119645225,0.04728311077517433,-0.008368098459731521,0
2014-09-15,-0.007834186663376763,-0.016136727877757218,0.004318653209733241,0.005887253944339268,0.001781332137474001,0.03212392674255948,-0.016136727877757218,0
2014-09-16,-0.013566277045511166,-0.02699023053005356,0.006255851991026448,0.006786405131132846,-0.01857590884628957,0.007448328412229754,-0.02948408960227067,0
2014-09-17,0.005370041220738919,-0.014652648225250586,0.007723074548545214,0.006938774486157912,-0.01714194168535732,0.009876543209876631,-0.024272379158051804,0
2014-09-18,0.01745972039370569,0.0035927625313825207,0.012063230462451545,0.009196920237407778,0.0023221487286853026,0.030405190913362024,-0.007236447717735683,0
2014-09-19,0.0008256569826550209,0.001967799642218271,0.012028739310859269,0.009184743803858357,0.004278550980913343,0.029191114039867738,-0.006416765558668436,0
2014-09-22,0.003059798435008476,0.012969410594379616,0.011103920514575502,0.008524172656226925,-0.0033766011328740797,0.029457109639589696,-0.0033766011328740797,0
2014-09-23,-0.015804721161754465,0.010670750923369887,0.011934243606405413,0.009840660392942823,-0.016607485634034247,0.014071057258135955,-0.019127956055248974,0
2014-09-24,-0.0018896046797338695,0.0033728292896997303,0.011890962827797375,0.009646783506189981,-0.011329239816656678,0.012353331857427374,-0.02098141645970708,0
2014-09-25,-0.01131535539338191,-0.02500385101204594,0.008142416960861602,0.010172922789250765,-0.021500921379719706,-0.003049375948992239,-0.03205935966919082,0
2014-09-26,0.007204383298470063,-0.018789748136108675,0.00964862476454337,0.010515850604784212,-0.01685892295354996,0.0018229019341617914,-0.02508594428608124,0
2014-09-29,-0.0012486117821267628,-0.02300430870456538,0.00906314934165769,0.010289236770150657,-0.010333250435215158,-0.00857032524882595,-0.026303233462606546,0
2014-09-30,0.0007413084722764918,-0.006579316624155784,0.006654868166053004,0.009292731599055404,0.00402122805027183,-0.014629378761729761,-0.025581423800144276,0
2014-10-01,-0.0024168842908798283,-0.0071041187643706705,0.006670674840490487,0.009159031240958062,-0.0037552504545169674,-0.02083281985556895,-0.02793648074970323,0
2014-10-07,-0.011723543367041955,-0.007514045387614909,0.006823009273663707,0.007323258103544839,-0.032330016328291133,-0.030082942705920934,-0.039332509573153596,0
2014-10-08,-0.0012352911211858109,-0.015830389579424953,0.004910784927238361,0.007223929766853388,-0.034322688682439706,-0.030190989074856178,-0.040519213594489734,0
2014-10-09,0.01502671273923517,0.00020731508122984188,0.00963236207619091,0.009157054275540623,-0.02280176276346313,-0.026101371438358667,-0.02359882005899705,0
2014-10-10,-0.012637317773269485,-0.013164172358376858,0.011142079226098533,0.008679028507252617,-0.019656877724491983,-0.03593791204410679,-0.03515092741490011,0
2014-10-13,0.003091622720246434,-0.007715010288777968,0.011432911830571883,0.008824568592188237,-0.014764320703788858,-0.025926291990462258,-0.03216797810048733,0
2014-10-14,-0.002568411706883933,0.0014772553614181838,0.010032721877909049,0.008145581650371748,-0.006047890190031491,-0.027418776358262065,-0.0346537691958313,0
2014-10-16,-0.01472533062054937,-0.012049421755262801,0.012150987976139165,0.008747736226036399,-0.027689064294095234,-0.04408117944605516,-0.04886881160772383,0
2014-10-17,0.004065460364987894,-0.022718279515862694,0.008739124588403504,0.009007937495463596,-0.022515674276595954,-0.032616264610793366,-0.04500202545941101,0
2014-10-20,0.012815404192963786,0.0024745704489212983,0.010152803176105642,0.01018408783452228,-0.010722177581358072,-0.006744065852336445,-0.03276334041221174,0
2014-10-21,0.006136254029494692,0.005517328851824876,0.010431884531816657,0.01041137145982027,-0.002240247685811547,-0.005987085449188134,-0.026828130562341235,0
2014-10-22,0.008596386112074583,0.016772634791454744,0.010631407449755177,0.009876269844611983,0.018274667617543594,-0.014646169013216692,-0.018462369419245617,0
2014-10-23,0.002332445378256498,0.03437572597506522,0.004101488035354923,0.009816428875476874,0.021912096599385533,-0.01316267415301453,-0.016172986509212728,0
2014-10-27,-0.0028510646262110972,0.027250408113423497,0.005984082201444585,0.008798762789007175,0.003913046209118587,-0.018977940905687274,-0.003224176961790115,0
2014-10-28,0.004492160616639929,0.018808538721222456,0.004339228051004974,0.007552197045395498,0.02132965222425076,0.001253500134080987,0.0,0
2014-10-29,0.007829239125018539,0.0205228469616221,0.004629201274885383,0.007764253985352152,0.02615340710910985,0.011002949115265448,0.0,0
2014-10-30,0.009733698372772936,0.021673607723958543,0.004925095502796786,0.007826551915948051,0.03880976602238051,0.0325271586291449,0.0,0
2014-10-31,0.018728884101258503,0.03838643467194047,0.007863520173969515,0.005927508428376569,0.07408172220644804,0.04434140434316114,0.0,0
2014-11-03,0.00023431304222421012,0.04159940938723916,0.006901943012688175,0.006265896029240024,0.06998341838374222,0.045892020254055144,0.0,0
2014-11-05,0.0016998732603328293,0.03870397129901826,0.0073741424018563635,0.006063825957638663,0.058240475163083394,0.046893832864604246,0.0,0
2014-11-07,-0.00015590707938062387,0.03047420106421761,0.008148355956463205,0.0063332169565955675,0.05162246539055859,0.04926657059611972,-0.00015590707938062387,0
2014-11-10,0.000869617368358,0.021428046809969237,0.008110221362708338,0.006325710986880515,0.04356607761477771,0.06263690082013151,0.0,0
2014-11-11,0.0022051113041914316,0.004860493619475381,0.0009845293068745362,0.006330218817218173,0.04343350531221324,0.0662973210756499,0.0,0
2014-11-12,0.0024693129570172445,0.0071058306253490855,0.0010702992438001212,0.005871360545648534,0.04900083836980862,0.053105627123753996,0.0,0
2014-11-13,-0.0030357973590351417,0.002344602616840552,0.0022276630850101425,0.006377511365527707,0.04113931934824855,0.06334645894693991,-0.0030357973590351417,0
2014-11-14,0.0038347182588822637,0.00634520810843231,0.0026263449750145392,0.006238629918566165,0.03701277432034056,0.06413419158448797,0.0,0
2014-11-17,0.004868949570316694,0.010366419989813247,0.0030493937893402746,0.005892310999011715,0.032016598932576024,0.0720689216683621,0.0,0
